Company name,Category
Print Product 3D,Printer reseller
Print3Dd,Printer reseller
PrintaLot,Printer reseller
Printe3d.Lv,Printer reseller
Productivity Inc.,Printer reseller
Printie 3D,Printer reseller
PrintMe-3D,Printer reseller
PrintStone 3D,Printer reseller
PrintUP,Printer reseller
PrintUP3D,Printer reseller
Prirevo,Printer reseller
Prototyping Solutions,Printer reseller
Production to go,Printer reseller
Purple Platypus,Printer reseller
Profound3D,Printer reseller
Progol3D,Printer reseller
PROMECH Engineering,Printer reseller
Prometal,Printer reseller
ProNor AS,Printer reseller
Protech,Printer reseller
Protech Transfer,Printer reseller
Protindec,Printer reseller
ProtoLab3D,Printer reseller
ProtoShape 3D-Printing AG,Printer reseller
"R&D Technologies, Inc.",Printer reseller
RP America,Printer reseller
Puzzlebox 3D,Printer reseller
QTS CO. LTD.,Printer reseller
Saratech,Printer reseller
Radecal,Printer reseller
Rapid 3D,Printer reseller
Rapid Electronics LTD,Printer reseller
RapidManufactory,Printer reseller
Raymax Lasers,Printer reseller
RC Hobbies,Printer reseller
RCS2 Technologies,Printer reseller
Reichelt Electronik,Printer reseller
Repkon Machine and Tool Industry and Trade Inc.,Printer reseller
Replik8,Printer reseller
Repmo,Printer reseller
RepRapper Tech,Printer reseller
RepRapWorld,Printer reseller
Revo3D,Printer reseller
RIDIX S.p.A.,Printer reseller
Rimas 3D,Printer reseller
RMAKB – Rapid Manufacturing Akihabara,Printer reseller
RMS Iberia (Rapid Manufacturing Systems SL.),Printer reseller
Robosavvy,Printer reseller
RobotShop,Printer reseller
RoRipo,Printer reseller
Select Additive Technologies,Printer reseller
RP Support,Printer reseller
RS Components,Printer reseller
SAHAS Softech,Printer reseller
SEPS Graphics,Printer reseller
Seb-comp,Printer reseller
Sedaxis Advanced Materials,Printer reseller
SEIDO Systems,Printer reseller
Simply 3D Hawaii,Printer reseller
Selfi3D,Printer reseller
Selltek (Dedem),Printer reseller
Source Graphics,Printer reseller
Septillion,Printer reseller
Service KVT-Fastening,Printer reseller
Sethi3D,Printer reseller
Sewert&Kau,Printer reseller
"Shanghai Digital Manufacturing Co., Ltd.",Printer reseller
Sharebot SRL,Printer reseller
Sharemind,Printer reseller
Shenzhen Huayang New Materials Technology Co.,Printer reseller
"Shenzhen Soongon Technology Co., Ltd. (Makerpi)",Printer reseller
Shop 3D,Printer reseller
Shree Rapid Technologies – SRT,Printer reseller
Signcom AB,Printer reseller
SILTECH COLOMBIA S.A.S.,Printer reseller
Stellar Pyxidis 3D,Printer reseller
SintesiSud,Printer reseller
SITRES,Printer reseller
SIU System,Printer reseller
Smart Lab Industrie (Smart Lab 3D),Printer reseller
Smart Lab Industrie (Smart Lab 3D),Printer reseller
SNEA d.o.o.,Printer reseller
Softgraf,Printer reseller
Solid 3D Printing,Printer reseller
Solid Print3D Ltd,Printer reseller
Solid Vision,Printer reseller
SolidManufacturing,Printer reseller
Solidperfil,Printer reseller
Solidpro,Printer reseller
Solitium,Printer reseller
SOLIZE,Printer reseller
SoluNOiD.dk,Printer reseller
Solveere Sp. Z O. O.,Printer reseller
SoNi,Printer reseller
STEMfinity,Printer reseller
Spider 3D Printing,Printer reseller
Springmann SA,Printer reseller
ST Technologie,Printer reseller
Technology Education Concepts,Printer reseller
Tekpro Group,Printer reseller
Stratum3D,Printer reseller
Stübinger GmbH,Printer reseller
StudyPlan,Printer reseller
SU-PAD,Printer reseller
AM Solutions,Printer reseller
Suntem3D,Printer reseller
Svietimo Tinklas,Printer reseller
Sync Innovation,Printer reseller
Syncam,Printer reseller
SYS Systems,Printer reseller
Systematics,Printer reseller
Taiyo Nippon Sanso Corporation,Printer reseller
Tamspark Oy,Printer reseller
TCL Hofmann,Printer reseller
TEAMZIEREIS,Printer reseller
Technodigit,Printer reseller
TEQ,Printer reseller
Technology Outlet,Printer reseller
Technovision Engineering,Printer reseller
TechSoft UK,Printer reseller
Tecno-How,Printer reseller
Tecnologías Computarizadas para Manufactura S.A. de C.V,Printer reseller
Tehnoprogres,Printer reseller
Teknodizayn,Printer reseller
Top 3D Shop Inc.,Printer reseller
TriMech Solutions,Printer reseller
TheWitchProject,Printer reseller
Thinglab,Printer reseller
Thinklaser ltd,Printer reseller
Tigal,Printer reseller
TLM Laser,Printer reseller
Together d.o.o.,Printer reseller
ToolTec Ingenieria,Printer reseller
Ugogo,Printer reseller
TP3D SRL,Printer reseller
TRESDENOU,Printer reseller
Trideus,Printer reseller
Ultimate 3D Printing Store,Printer reseller
Trinity Three D Solutions,Printer reseller
Turkuaz Dental,Printer reseller
TWA 3D,Printer reseller
Vision Miner,Printer reseller
Willrich Precision Instrument Company,Printer reseller
Ultimate Solutions,Printer reseller
ultralab sl,Printer reseller
Unique Prints,Printer reseller
United Motors Group,Printer reseller
UP3D – Impressoras 3D,Printer reseller
USM Columbia,Printer reseller
Varinex Informatikai,Printer reseller
"VellemanStore Electronics, Kits & 3D Printing",Printer reseller
Vertical Print GmbH,Printer reseller
Vink Kunstsoffen,Printer reseller
Wow3Dprinter.com,Printer reseller
Voksel,Printer reseller
Vossi Group Oy,Printer reseller
Voxel Factory,Printer reseller
Wadim Plast,Printer reseller
WEARTECH,Printer reseller
Wells Electronic Materials,Printer reseller
Würth Additive Group,Printer reseller
WISHBOX,Printer reseller
WL3D,Printer reseller
WOL3D,Printer reseller
X-Hab 3D,Printer reseller
XponentialWorks,Printer reseller
Philips Corporation,Printer reseller
X3D,Printer reseller
Yamaichi Special Steel,Printer reseller
DreamTns.Ltd,Printer reseller
"Ying Feng Precision Machinery Co., Ltd.",Printer reseller
Yokoito,Printer reseller
Yourtech Services,Printer reseller
Yuns,Printer reseller
Z Spot Media,Printer reseller
Zener Technologies,Printer reseller
Ziknes,Printer reseller
"FusionTechnology Co., Ltd.",Printer reseller
HDC,Printer reseller
L.Corporation (Formerly 3Developer),Printer reseller
"Sundo Co., Ltd.",Printer reseller
YES01,Printer reseller
Graphy Inc.,Printer reseller
KLABS Inc.,Printer reseller
Fission 3D,Printer reseller
RICOH JAPAN Corporation,Printer reseller
"Guangzhou Kangke 3D Digital Technology Co., Ltd.",Printer reseller
AMAZEMET Sp z o.o.,Powder system manufacturer
BluePower Casting & Powder Production Systems,Powder system manufacturer
Graphy Inc.,Post-processing
LuxYours GmbH,Post-processing
Metal Technology Co. Ltd.,Post-processing
3DM Surface Finishing,Post processing system manufacturer
ADDIBLAST,Post processing system manufacturer
ALD Vacuum Technologies GmbH,Post processing system manufacturer
AM Solutions (Rösler Oberflächentechnik GmbH),Post processing system manufacturer
American Isostatic Presses Inc,Post processing system manufacturer
AVS Inc,Post processing system manufacturer
BIAX - Schmid & Wezel GmbH,Post processing system manufacturer
Carbolite Gero,Post processing system manufacturer
Centorr Vacuum Industries,Post processing system manufacturer
"CISRI HIPEX TECHNOLOGY CO., LTD.",Post processing system manufacturer
DCM Tech Inc,Post processing system manufacturer
DyeMansion3030,Post processing system manufacturer
EDM Performance Accessories,Post processing system manufacturer
ELNIK SYSTEMS LLC,Post processing system manufacturer
Extrude Hone,Post processing system manufacturer
FlackTek SpeedMixer,Post processing system manufacturer
Flow Grinding Corp,Post processing system manufacturer
Gasbarre Thermal Processing Systems,Post processing system manufacturer
GEMCO,Post processing system manufacturer
Hiperbaric – Hot Isostatic Pressing (HIP),Post processing system manufacturer
HK Technologies,Post processing system manufacturer
Ipsen USA,Post processing system manufacturer
IVA Schmetz GmbH,Post processing system manufacturer
"Johann Schuechl, Maschinenbau",Post processing system manufacturer
Leybold USA Inc,Post processing system manufacturer
Lumafield,Post processing system manufacturer
Nabertherm,Post processing system manufacturer
Abbott Furnace Company,Post processing system manufacturer
Quintus Technologies,Post processing system manufacturer
Russell Finex,Post processing system manufacturer
Solar Manufacturing,Post processing system manufacturer
Solukon,Post processing system manufacturer
T-M Vacuum Products,Post processing system manufacturer
TAV Vacuum Furnaces/Furnacare,Post processing system manufacturer
North Star Imaging,Post processing system manufacturer
Aalberts Surface Technologies,Post processing
Bodycote,Post processing
Carbolite Gero GmbH & Co. KG,Post processing
Fyous,Post processing
"MMP technology (BinC Industries France SAS, Microtek Finishing, INFINI India)",Post processing
TPW CTinspect GmbH,Post processing
REM Surface Engineering,Post processing
Applied Technical Services,Other service provider
Element Materials Technology,Other service provider
IMR Test Labs,Other service provider
Jesse Garant Metrology Center,Other service provider
Kittyhawk,Other service provider
Laboratory Testing Inc,Other service provider
Solar Atmospheres,Other service provider
Additive Assurance,Monitoring system manufacturer
Automation Acoustics Pty Ltd.,Monitoring system manufacturer
Bernhardt Kunststoffverarbeitungs GmbH – 3dk.berlin,Material reseller
"(Antinsky) JZCX Industry Co., Ltd.",Material provider
2M3D,Material provider
3D Criar,Material provider
3D Dot,Material provider
3D Fila,Material provider
3D Filament,Material provider
3D Filamenta,Material provider
3DChimera,Material provider
"(UPM) United Performance Metals, LLC",Material provider
3d Garage – BlueCast,Material provider
3D Ink,Material provider
3D Insumos,Material provider
3D KORDO,Material provider
3D Printer Filament Comparison,Material provider
3D Printing Shop,Material provider
3D Filaments,Material provider
3D Fuel (no longer part of Nexa3D),Material provider
3D Printing Supplies,Material provider
3D Universal,Material provider
3D-Figo Gmbh,Material provider
3D2Print.net,Material provider
3D3 Dental,Material provider
3D4Makers,Material provider
3DCeram Sinto,Material provider
3DCPI-PRODYSOL,Material provider
3D Printlife,Material provider
3DInside,Material provider
3Dinx,Material provider
3DKreator,Material provider
3Dom Filaments,Material provider
3DPrintWorks,Material provider
3Dresyns,Material provider
3D Supply Source,Material provider
3DWare,Material provider
3dfactory,Material provider
3DZ S.P.A.,Material provider
3eco,Material provider
3R3D Technology Materials,Material provider
3rd Axis,Material provider
3WAY,Material provider
4D Biomaterials,Material provider
5N Plus,Material provider
3DSHQ,Material provider
3DXTECH,Material provider
A. Mannesmann Maschinenfabrik,Material provider
6K Additive,Material provider
ACNIS Titanium & Alloys,Material provider
A Schulman,Material provider
Add:north,Material provider
Additive Composite Uppsala AG,Material provider
Additive Elements,Material provider
A3DM Technologies,Material provider
Addyx,Material provider
ADVANC3D Materials (BASF),Material provider
Advance Metal Powder,Material provider
Advanced Corporation for Materials & Equipment’s Co.Ltd,Material provider
Advanced Materials Technologies (AMT),Material provider
AGA 3D Color Solutions,Material provider
AGC Ceramics,Material provider
"AIMPLAS, Plastics Technology Centre",Material provider
Air Liquide,Material provider
AIR LIQUIDE Deutschland GmbH,Material provider
Adaptive3D,Material provider
Airtech Advanced Materials UK,Material provider
Additive Plus,Material provider
Airtech Advanced Materials Group,Material provider
Alfatest,Material provider
Alcoa,Material provider
Alloy Wire International – AWI,Material provider
Alloyed,Material provider
Almatis,Material provider
Alpha Powders,Material provider
ALTANA New Technologies GmbH-Cubic Ink,Material provider
AM 4 AM SARL,Material provider
AM Polymers GmbH,Material provider
AM-COE – AM Center of Excellence,Material provider
AM-Rauch,Material provider
Alfa Chemistry Materials,Material provider
"AMC Powders Co., Ltd.",Material provider
AmeraLabs,Material provider
ALGIX 3D,Material provider
Amolen,Material provider
AMPERE Alloys,Material provider
AmPro Innovations,Material provider
"AMSKY Technology Co., Ltd.",Material provider
"Anhui Hart 3D Technology Co., Ltd. (HIT 3D Additive)",Material provider
"Anhui Minggu Laser Intelligent Equipment Technology Co., Ltd.",Material provider
Anisoprint 3D Printing Technology Limited Company,Material provider
AP&C,Material provider
Apium Additive Technologies,Material provider
APS – Automatisierte Produktions Systeme GmbH,Material provider
Aquafil,Material provider
ArcelorMittal Powders,Material provider
Amaero Advanced Materials & Manufacturing Inc.,Material provider
American Elements,Material provider
Arianeplast,Material provider
Arkema,Material provider
Argen,Material provider
Asahi Kasei Plastics North America Inc,Material provider
"ARGYLE MATERIALS, Inc.",Material provider
ATA 3D Tools,Material provider
ATI,Material provider
Asahi Kasei Plastics North America – APNA,Material provider
Astro Alloys,Material provider
Aubert & Duval,Material provider
Aurarum,Material provider
ATI Specialty Materials (Allegheny Technologies Incorporated),Material provider
"Avimetal AM Tech Co., Ltd.",Material provider
Axjo,Material provider
AZO GmbH & Co. KG,Material provider
Atomic Filament,Material provider
Bahsys,Material provider
Balena,Material provider
BASF Corp,Material provider
BASF New Business,Material provider
Becken Technology Development,Material provider
Bego,Material provider
Beijing Longyuan Automated Fabrication System Co. Ltd. – AFS,Material provider
"Beijing SANDI Technology Co.(3D Printing Technology, Inc.)",Material provider
"Beijing Ten Dimensions Technology Co., Ltd.",Material provider
BellandTechnology AG (Xioneer Systems GmbH),Material provider
BellandTechnology AG (Xioneer Systems GmbH),Material provider
